row_id,tokens,relation,head_pos,tail_pos
2633,"British Journal of Nutrition : Cambridge University Press , 1994 .",publisher,0 1 2 3,5 6 7
571,"John Stewart 's live album , "" The Phoenix Concerts "" , was recorded there .",performer,7 8 9,0 1
1561,""" Red Dead Redemption "" is one of the first games by Rockstar to use an original score .",publisher,1 2 3,12
963,"The game marked the first game published under Vivendi 's Sierra Entertainment brand , and the first game to use Radical 's Titanium Engine , receiving the title "" Crash Tag Team Racing "" .",publisher,29 30 31 32,10 11
429,"Composer Sathyam scored the film 's title track , his second collaboration with Ram Gopal Varma after Deyyam .",director,17,13 14 15
1675,"When they were re - introduced in "" Sonic Heroes "" and in all subsequent appearances , only Espio , Vector , and Charmy remained members of the Chaotix .",characters,8 9,18
1433,"Laurie Anderson has put out three discs with the label , and Nonesuch reissued her seminal "" Big Science "" album , an avant - garde project that became an unlikely pop hit in 1982 .",performer,17 18,0 1
240,"1991 saw the publication of his first work on the subject of pagan religion , "" The Pagan Religions of the Ancient British Isles "" , released by the publishers Blackwell . Hutton 1991 .",publisher,16 17 18 19 20 21 22 23,30
2309,""" Starting All Over Again "" is a song recorded by Canadian country music group One Horse Blue .",performer,1 2 3 4,15 16 17
2015,"Josh started his career in 2010 as a YouTube artist , recording covers of international hits like Coldplay 's "" Fix You "" and Maroon 5 's "" Payphone "" .",performer,28,24 25
920,""" Call Your Girlfriend "" is a song by Swedish recording artist Robyn , taken from her seventh studio album , "" Body Talk "" ( 2010 ) .",performer,21 22 23 24,12
2299,""" Novye prikluchenya Neulovimykh "" ) is a 1968 Soviet action movie , a sequel of "" The Elusive Avengers "" , directed by Edmond Keosayan and made on Mosfilm .",director,17 18 19,24 25
1892,"Harry Kim and Tom Paris ( "" Star Trek : Voyager "" ) are volleyball players .",characters,7 8 9 10,0 1
898,""" Counterrevolution and Revolt "" was first published by Beacon Press in 1972 .",publisher,1 2 3,9 10
64,"Labi Siffre 's "" ( Something Inside ) So Strong "" , a UK top 5 hit single in 1987 , was adopted as an anti - apartheid anthem .",performer,4 5 6 7 8 9,0 1
1603,"Sony employed "" Silent Hill "" director Keiichiro Toyama to develop "" Siren "" .",director,12,7 8
1263,"It may be the same location as the Enaim where , in the narrative found in the book of Genesis , Tamar seduced the patriarch Judah .",characters,17 18 19,21
267,"Duesberg 's work has been published in "" Policy Review "" , a journal once published by The Heritage Foundation but now owned by the Hoover Institution , and by Regnery Publishing .",publisher,8 9,25 26
2734,""" the later Syriacs agree with the majority of the Greeks "" "" American Journal of Philology "" , Johns Hopkins University Press ( 1912 ) , p. 32 .",publisher,13 14 15 16,19 20 21 22
2569,"The conflict between the Scyldings Hroðgar and Hroðulf on one side , and the Heaðobards Froda and Ingeld on the other , appears both in "" Beowulf "" and in "" Widsith "" .",characters,26,7
1008,A coinciding graphic adventure video game was released for the original PlayStation and Sega Saturn in 1996 by Crystal Dynamics .,publisher,4 5,18 19
1192,"On February 14 , 2014 , DoubleBear Productions launched an early access demo of "" Dead State "" on Steam .",publisher,15 16,6 7
1337,""" Religious and Famous "" is a song by Christian rock band 7eventh Time Down from their second album , "" Just Say Jesus "" .",performer,1 2 3,12 13 14
2415,The game is published by Eutechnyx and was developed through the cooperation of motor brands such as BMW and Renault . BMW cooperates with Eutechnyx on Auto Club Revolution online racing game .,publisher,26 27 28,5
603,"In spite of the opera 's title , it is not the youthful lovers Hippolytus and Aricia that dominate the drama but rather the tragic figures of Theseus and Phaedra .",characters,14,29
1707,"Since then he has done music for about 20 films , many of which were directed by Jayaraj including "" Kannaki "" and "" Thilakkam "" .",director,20,17
1301,"Klein edited "" The Bourne Identity "" ( directed by Doug Liman - 2002 ) , which was the first in the series of films based on the novels of Robert Ludlum .",director,3 4 5,10 11
2424,"It was directed by Stephen Gyllenhaal , a feature director then - best known for such films as "" Waterland "" ( 1992 ) and "" A Dangerous Woman "" ( 1993 ) .",director,19,4 5
1719,""" Jesus Freak "" is a song by the American contemporary Christian music group DC Talk .",performer,1 2,14 15
2001,"Shakira 's second studio album , titled "" Peligro "" , was released in March , but Shakira was not pleased with the final result , mainly taking issue with the production .",performer,8,0
2280,Fyrir Ofan Himininn is the second studio album by Icelandic rock band Sign .,performer,0 1 2,12
1466,""" Armalyte "" was released for the Commodore 64 by Thalamus Ltd , their sixth software release .",publisher,1,10 11
724,"While being developed in - house by LucasArts , "" Star Wars 1313 "" was undergoing an integrated development approach that involved Industrial Light & Magic , Lucasfilm Animation and Skywalker Sound .",publisher,10 11 12,7
440,Looking for Hortense ( original title : Cherchez Hortense ) is a 2012 French comedy - drama film directed by Pascal Bonitzer .,director,7 8,20 21
923,"Falco is a favorite among "" Star Fox "" fans , and among Nintendo fans in general .",publisher,6 7,13
636,"Joyce 's novel "" Ulysses "" wittily describes an encounter between David Sheehy 's wife , Bessie , and Father John Conmee , SJ , rector of Clongowes .",characters,4,11 12
75,"Funcom announced that LEGO Minifigures Online will be closing on September 30 , 2016 .",publisher,3 4 5,0
437,"In the "" Hyndluljóð "" ( 7 ) he is said to have made Freyja 's boar Hildisvíni , along with another dwarf , his brother Nabbi .",characters,3,14
1331,""" Better "" is a song by American rock band Guns N ' Roses , featured on their 2008 sixth studio album "" Chinese Democracy "" .",performer,23 24,10 11 12 13
497,"Terry Brooks describes characters such as Shea Ohmsford from his "" Shannara "" series as a halfling of elf – human parentage .",characters,11,6 7
177,"It was Houston 's highest position there since 2000 's "" Could I Have This Kiss Forever "" .",performer,11 12 13 14 15 16,2
2101,"The song "" Fix The Cracks "" was featured on the Atari video game Test Drive Unlimited , released in 2006 .",publisher,14 15 16,11
1303,"On November 17 , 2010 , Publisher Media Factory revealed that the English - language children 's fantasy series "" Magic Tree House "" would be adapted into an anime film .",publisher,20 21 22,7 8
1011,"In the Ulster Cycle of Irish mythology , Lugaid mac Con Roí was the son of Cú Roí mac Dáire .",characters,2 3,16 17
1474,"He first won the role of ex - convict Moose Malloy in the 1975 film "" Farewell , My Lovely "" , featuring Robert Mitchum as private eye Philip Marlowe .",characters,16 17 18 19,28 29
2028,"Together with Wilhelm Liebknecht , he also founded the party paper "" Vorwärts "" , the official newspaper of the SPD until the 1990s .",publisher,12,20
720,"He had previously sold "" Demonware "" , to "" Activision "" , and secured a license to develop a game base on the "" Zork "" series .",publisher,25,10
1092,"The album cover features an image appropriated from the first edition of William S. Burroughs 's novel "" Junkie "" , published by Ace Books .",publisher,17 18 19,23 24
1363,"Jacques Rivette collaborated with her in "" Love on the Ground "" ( 1983 ) and "" La Belle Noiseuse "" ( 1991 , Nominated Césars best supporting actress ) .",director,17 18 19,0 1
1699,"Actor Nikolai Cherkasov , when playing the part of Yaroslav 's son Alexander Nevsky in the eponymous film , wore a replica of this helmet .",characters,16 17,12 13
1609,"In 2004 , Cambridge University Press invited Chang to be the chief editor of "" The Cambridge History of Chinese Literature "" .",publisher,15 16 17 18 19 20,3 4 5
1227,"Although her career spanned many decades , she is perhaps best remembered as the voice of Wilma Flintstone for the Hanna - Barbera cartoon "" The Flintstones "" .",characters,25 26,16 17
906,"He played with In Flames from their 1997 album "" Colony "" , up until their 2016 album "" Battles "" , originally replacing Johan Larsson who departed after 1997 's Whoracle .",performer,10,3 4
2586,"Honey Ryder , too , was beaten and raped as a teenager by a drunken acquaintance . Fleming , Ian , "" Doctor No "" ( Glidrose , 1958 ) , ch .",characters,22 23,0 1
270,"It is a sequel of Gianfranco Parolini 's 1967 film "" The Three Fantastic Supermen "" .",director,11 12 13 14,5 6
2642,"The "" Oxford Literary Review "" is now published twice yearly by Edinburgh University Press in July and December .",publisher,2 3 4,12 13 14
540,"In April 2013 it was announced that Rigby was cast in a lead role as the Red Queen in the U.S. television series "" Once Upon a Time in Wonderland "" .",characters,24 25 26 27 28 29,16 17
1736,"Chicas Malas "" ( English : Bad Girls ) "" is the fourth studio album by Spanish recording singer - songwriter Mónica Naranjo .",performer,6 7,21 22
1287,"She also started to enter the Colombian film industry , in the role of Manuela for the film "" Esto huele mal "" by Jorge Ali Triana .",director,19 20 21,24 25 26
1737,"In the following fifth series , he was joined by Karen Gillan playing a character called Amy Pond .",characters,3 4,16 17
1915,"In 2005 , Song began playing the lead female role of London Tipton in "" The Suite Life of Zack & Cody "" and "" The Suite Life on Deck "" .",characters,25 26 27 28 29,11 12
2678,""" Bird Set Free "" is a song recorded by Sia for her seventh studio album "" This Is Acting "" ( 2016 ) .",performer,17 18 19,10
1544,"Along with , she wrote an original scenario for Claude Chabrol 's film "" "" The Flower of Evil "" "" ( 2003 ) .",director,15 16 17 18,9 10
1014,Power Pete is an overhead view 2D shooter developed by Pangea Software and published by Interplay under the MacPlay brand name .,publisher,0 1,18
1804,"Also included is a cover of Creedence Clearwater Revival 's "" Have You Ever Seen the Rain ? , "" from "" Pendulum "" .",performer,22,6 7 8
2133,"In 1955 , Fantasy Press bombed with "" Under the Triple Suns "" , a new novel by Stanton Coblentz .",publisher,8 9 10 11,3 4
590,"The song sampled Apollo 440 's song "" Stop the Rock "" .",performer,8 9 10,3 4
2073,""" Sonic Forces "" is an action - adventure platform game similar in gameplay and style to prior "" Sonic the Hedgehog "" games .",characters,1 2,19 20 21
942,"The Finding in the Temple , the last episode in the childhood of Christ , often ends the cycle .",characters,1 2 3 4,13
180,"Suck It and See is the fourth studio album by the English indie rock band Arctic Monkeys , released in June 2011 on Domino .",performer,0 1 2 3,15 16
853,"In 2016 , director Sabbir Khan confirmed that Agarwal was signed as the lead in his film "" Munna Michael "" , alongside Tiger Shroff .",director,18 19,4 5
2026,"A role - playing game titled "" A Game of Thrones "" was produced by Guardians of Order .",publisher,7 8 9 10,15 16 17
2756,"In 1941 , she played wealthy spinster Aunt Cassandra ( "" Cassie "" ) Hildegarde Denham in "" Murder by Invitation "" , directed by Phil Rosen and starring Wallace Ford and Marian Marsh .",director,18 19 20,25 26
751,"Charlie Segar was an American blues pianist and occasional singer , who is best known for the blues standard , "" Key to the Highway "" in 1940 .",performer,21 22 23 24,0 1
2769,""" Little Brown Bushrat "" was initially published in 2002 in the United Kingdom by Macmillan Children 's Books ( ) as a 32-page hardback edition , was followed by a paperback edition .",publisher,1 2 3,15
1533,"His 2002 paper , "" Lethal Theatre : Performance , Punishment , and the Death Penalty , "" was published in "" Theatre Journal "" , a publication of the Johns Hopkins University Press .",publisher,22 23,30 31 32 33
